OrderID,Date,ProductID,CustomerID,StoreID,Channel,PaymentMethod,PromoType,Quantity,UnitPrice,UnitCost,Sales,Profit
O1002607,2025-02-08,38,350,35,Online,Cash,Seasonal,5,68.23,32.43,341.15,179.0
O1002608,2025-09-12,12,3460,40,Online,Credit Card,None,6,97.75,46.79,586.5,305.76
O1002609,2023-04-22,21,1779,114,Online,Credit Card,Bundle,4,83.03,54.2,332.12,115.32
O1002610,2024-12-05,29,772,78,Mobile App,Credit Card,Clearance,5,23.27,21.24,116.35,10.15
O1002611,2024-02-07,29,1536,49,Store,Online Payment,Bundle,3,26.35,20.14,79.05,18.63
O1002612,2025-09-19,11,926,5,Store,Credit Card,None,7,168.24,98.27,1177.68,489.79
O1002613,2024-08-28,17,1044,55,Online,Credit Card,None,10,38.87,26.43,388.7,124.4
O1002614,2024-10-22,10,2191,104,Online,Cash,None,6,41.92,22.84,251.52,114.48
O1002615,2025-04-07,27,2300,82,Mobile App,Credit Card,Influencer,2,117.93,66.9,235.86,102.06
O1002616,2023-09-23,17,1660,112,Store,Credit Card,Influencer,4,38.67,26.91,154.68,47.04
O1002617,2024-08-18,1,1304,58,Online,Cash,Influencer,3,85.65,52.48,256.95,99.51
O1002618,2025-04-27,12,4128,34,Online,Online Payment,None,2,92.28,43.21,184.56,98.14
O1002619,2025-05-02,15,2630,27,Mobile App,Cash,Clearance,2,56.22,39.7,112.44,33.04
O1002620,2023-09-07,23,1158,74,Online,Credit Card,Clearance,4,53.18,35.06,212.72,72.48
O1002621,2025-07-07,37,2404,101,Online,Cash,None,5,177.38,105.03,886.9,361.75
O1002622,2023-06-28,40,4987,70,Mobile App,Online Payment,None,2,81.39,40.86,162.78,81.06
O1002623,2023-10-18,28,40,34,Online,Online Payment,Clearance,1,93.34,84.59,93.34,8.75
O1002624,2025-07-27,37,4616,75,Store,Online Payment,None,3,164.55,94.41,493.65,210.42
O1002625,2024-11-06,1,657,103,Online,Cash,None,7,92.62,50.7,648.34,293.44
O1002626,2024-08-17,35,1258,72,Online,Online Payment,Clearance,6,87.66,79.23,525.96,50.58
O1002627,2024-09-02,21,2935,117,Online,Cash,None,7,102.13,47.59,714.91,381.78
O1002628,2025-11-28,15,1092,32,Store,Cash,Influencer,5,60.49,37.28,302.45,116.05
O1002629,2023-09-07,15,4897,65,Store,Online Payment,None,3,74.57,39.29,223.71,105.84
O1002630,2023-11-24,14,3676,29,Store,Credit Card,Influencer,5,71.6,41.4,358.0,151.0
O1002631,2024-06-20,33,2881,21,Online,Online Payment,Clearance,3,18.27,21.96,54.81,-11.07
O1002632,2025-07-15,19,1958,15,Store,Credit Card,Clearance,2,98.78,71.93,197.56,53.7
O1002633,2024-08-24,5,4651,20,Online,Credit Card,Influencer,4,133.38,74.85,533.52,234.12
O1002634,2025-03-06,37,1794,39,Online,Credit Card,Seasonal,4,136.94,81.9,547.76,220.16
O1002635,2025-06-14,25,4961,103,Store,Cash,None,4,62.09,28.48,248.36,134.44
O1002636,2025-09-04,16,4942,24,Online,Online Payment,None,6,74.08,42.13,444.48,191.7
O1002637,2024-05-20,29,3423,35,Mobile App,Online Payment,Seasonal,3,27.57,20.39,82.71,21.54
O1002638,2024-05-16,15,3492,88,Online,Credit Card,Influencer,6,58.58,45.34,351.48,79.44
O1002639,2023-03-30,24,2948,60,Online,Credit Card,Seasonal,4,54.12,35.23,216.48,75.56
O1002640,2023-03-30,1,4757,79,Mobile App,Cash,None,5,90.91,54.86,454.55,180.25
O1002641,2024-06-18,11,2899,95,Store,Online Payment,Bundle,5,128.76,78.77,643.8,249.95
O1002642,2025-04-01,14,4733,56,Mobile App,Online Payment,Clearance,4,77.0,44.05,308.0,131.8
O1002643,2025-07-07,32,1008,7,Online,Credit Card,Seasonal,6,60.52,42.58,363.12,107.64
O1002644,2024-03-23,31,2148,56,Online,Cash,None,3,119.7,73.82,359.1,137.64
O1002645,2024-09-18,32,832,52,Online,Credit Card,None,4,67.21,36.69,268.84,122.08
O1002646,2025-06-09,20,21,113,Online,Cash,Clearance,5,29.01,22.81,145.05,31.0
O1002647,2023-12-16,15,1493,81,Online,Cash,None,8,67.49,41.45,539.92,208.32
O1002648,2023-06-23,22,4682,75,Online,Credit Card,Seasonal,4,106.42,66.09,425.68,161.32
O1002649,2025-10-06,11,1654,69,Store,Credit Card,None,4,171.84,110.58,687.36,245.04
O1002650,2024-08-21,22,4102,46,Mobile App,Credit Card,Clearance,4,78.25,54.79,313.0,93.84
O1002651,2023-06-20,27,1389,49,Store,Cash,Seasonal,5,122.0,92.96,610.0,145.2
O1002652,2023-10-04,39,3415,28,Online,Credit Card,Seasonal,4,158.63,87.68,634.52,283.8
O1002653,2023-12-25,15,962,43,Online,Cash,Seasonal,3,60.92,42.96,182.76,53.88
O1002654,2023-08-09,5,2407,88,Mobile App,Credit Card,Seasonal,7,126.43,77.06,885.01,345.59
O1002655,2024-04-24,14,3770,10,Store,Credit Card,None,5,83.68,48.86,418.4,174.1
O1002656,2025-06-09,34,4424,66,Mobile App,Credit Card,Seasonal,3,159.6,92.35,478.8,201.75
O1002657,2025-03-19,19,1865,73,Online,Credit Card,None,3,146.2,78.38,438.6,203.46
O1002658,2025-10-02,17,2903,18,Mobile App,Credit Card,None,5,38.98,23.68,194.9,76.5
O1002659,2025-07-04,19,2910,7,Online,Online Payment,None,4,146.14,66.74,584.56,317.6
O1002660,2023-12-08,11,2236,52,Online,Cash,None,3,168.71,99.25,506.13,208.38
O1002661,2023-03-06,34,1990,63,Store,Credit Card,Seasonal,3,142.2,77.95,426.6,192.75
O1002662,2023-06-16,27,4660,23,Store,Credit Card,Bundle,1,130.14,91.74,130.14,38.4
O1002663,2025-05-18,39,2198,17,Online,Credit Card,None,3,153.4,84.89,460.2,205.53
O1002664,2024-01-08,4,3686,36,Store,Online Payment,None,5,78.08,50.31,390.4,138.85
O1002665,2025-02-28,29,2130,5,Online,Online Payment,Clearance,7,22.49,22.2,157.43,2.03
O1002666,2024-05-16,4,2675,75,Online,Credit Card,Seasonal,4,69.39,38.22,277.56,124.68
O1002667,2025-09-07,4,2879,59,Online,Credit Card,None,5,82.37,45.46,411.85,184.55
O1002668,2024-07-10,34,973,71,Store,Credit Card,Influencer,4,147.85,85.63,591.4,248.88
O1002669,2025-09-13,14,1159,37,Online,Credit Card,Influencer,3,82.2,50.21,246.6,95.97
O1002670,2023-10-02,13,3405,72,Store,Online Payment,None,1,93.55,58.85,93.55,34.7
O1002671,2025-05-02,8,4917,59,Store,Credit Card,Clearance,3,87.9,81.72,263.7,18.54
O1002672,2024-07-28,5,3397,116,Store,Online Payment,None,7,146.8,91.27,1027.6,388.71
O1002673,2023-07-28,27,3006,20,Store,Online Payment,None,3,144.63,80.49,433.89,192.42
O1002674,2023-09-14,21,4990,54,Online,Cash,None,3,89.83,55.01,269.49,104.46
O1002675,2023-12-11,24,3475,116,Online,Cash,None,2,55.3,26.33,110.6,57.94
O1002676,2023-06-19,7,4424,114,Online,Credit Card,None,4,122.77,65.72,491.08,228.2
O1002677,2025-10-23,40,1730,2,Online,Credit Card,None,6,95.83,47.28,574.98,291.3
O1002678,2023-08-22,1,4061,41,Store,Online Payment,Clearance,5,53.67,52.32,268.35,6.75
O1002679,2024-10-17,18,4302,17,Store,Credit Card,None,6,135.67,66.11,814.02,417.36
O1002680,2024-09-17,21,4110,83,Store,Credit Card,Seasonal,5,91.6,59.09,458.0,162.55
O1002681,2024-08-13,5,1836,86,Store,Cash,Seasonal,6,135.99,86.66,815.94,295.98
O1002682,2024-11-18,24,3712,68,Store,Credit Card,Influencer,1,46.64,29.35,46.64,17.29
O1002683,2025-09-30,24,4169,112,Store,Credit Card,None,5,58.55,31.89,292.75,133.3
O1002684,2025-11-26,22,2979,4,Online,Credit Card,None,7,119.3,78.75,835.1,283.85
O1002685,2025-08-16,15,1135,6,Store,Cash,Bundle,5,61.74,42.69,308.7,95.25
O1002686,2024-05-18,38,928,112,Mobile App,Credit Card,Seasonal,3,58.36,37.11,175.08,63.75
O1002687,2025-03-08,8,4182,3,Online,Credit Card,None,3,187.16,109.43,561.48,233.19
O1002688,2023-07-23,30,909,116,Store,Credit Card,Clearance,2,25.72,26.58,51.44,-1.72
O1002689,2025-08-24,15,4755,68,Online,Cash,None,4,66.98,41.69,267.92,101.16
O1002690,2023-08-03,16,2965,76,Online,Credit Card,None,4,80.11,52.52,320.44,110.36
O1002691,2023-05-05,10,1015,53,Online,Credit Card,None,2,48.71,22.44,97.42,52.54
O1002692,2025-06-27,27,1042,76,Online,Credit Card,Bundle,4,128.98,69.75,515.92,236.92
O1002693,2025-04-10,8,167,25,Mobile App,Online Payment,Seasonal,3,134.89,104.41,404.67,91.44
O1002694,2023-06-01,15,2973,13,Store,Credit Card,None,3,63.09,42.94,189.27,60.45
O1002695,2025-11-24,20,4119,16,Mobile App,Online Payment,Clearance,8,23.15,20.12,185.2,24.24
O1002696,2023-05-03,1,3693,21,Online,Online Payment,None,5,86.6,43.01,433.0,217.95
O1002697,2023-02-23,33,2919,103,Online,Credit Card,None,4,31.79,22.02,127.16,39.08
O1002698,2025-11-13,14,2945,54,Online,Credit Card,Bundle,4,74.87,49.68,299.48,100.76
O1002699,2023-09-02,36,1224,15,Store,Credit Card,Seasonal,5,71.98,46.65,359.9,126.65
O1002700,2023-09-15,26,4106,31,Store,Cash,None,3,65.21,32.6,195.63,97.83
O1002701,2025-05-20,11,2678,84,Store,Credit Card,Influencer,5,179.86,89.47,899.3,451.95
O1002702,2024-10-27,27,4168,44,Store,Cash,Seasonal,3,122.86,89.44,368.58,100.26
O1002703,2024-07-23,18,4920,100,Online,Cash,None,4,136.53,69.74,546.12,267.16
O1002704,2025-12-18,20,4399,3,Mobile App,Credit Card,None,2,42.3,26.59,84.6,31.42
O1002705,2023-04-05,34,4710,3,Mobile App,Credit Card,Influencer,5,151.97,82.16,759.85,349.05
O1002706,2025-10-11,26,3755,94,Store,Credit Card,Bundle,1,55.97,38.11,55.97,17.86
O1002707,2023-10-21,40,1538,90,Store,Online Payment,None,5,87.19,47.56,435.95,198.15
O1002708,2024-11-13,38,1434,11,Store,Online Payment,Seasonal,4,60.67,32.77,242.68,111.6
O1002709,2023-12-22,34,3445,82,Online,Credit Card,None,5,153.24,86.43,766.2,334.05
O1002710,2023-11-18,19,1213,25,Store,Credit Card,Seasonal,4,126.18,71.24,504.72,219.76
O1002711,2023-12-18,20,2553,66,Online,Cash,Bundle,6,38.47,19.67,230.82,112.8
O1002712,2024-09-04,36,3473,89,Mobile App,Credit Card,None,5,83.38,49.45,416.9,169.65
O1002713,2025-08-19,35,1433,10,Mobile App,Online Payment,None,5,183.6,86.4,918.0,486.0
O1002714,2023-05-04,15,540,120,Store,Online Payment,None,3,65.97,44.81,197.91,63.48
O1002715,2024-12-26,29,716,109,Online,Online Payment,Seasonal,3,27.56,18.94,82.68,25.86
O1002716,2025-07-31,24,3494,37,Store,Cash,None,4,54.58,25.39,218.32,116.76
O1002717,2025-03-16,5,636,110,Online,Credit Card,None,4,142.95,96.79,571.8,184.64
O1002718,2025-12-10,5,3942,65,Mobile App,Credit Card,Clearance,4,95.49,74.81,381.96,82.72
O1002719,2023-01-15,4,122,41,Online,Cash,None,4,85.37,40.81,341.48,178.24
O1002720,2024-02-02,11,3836,105,Mobile App,Credit Card,None,3,171.74,104.66,515.22,201.24
O1002721,2024-04-13,38,3193,41,Online,Online Payment,None,3,67.8,34.26,203.4,100.62
O1002722,2024-08-10,13,1315,52,Online,Credit Card,Seasonal,5,95.15,51.11,475.75,220.2
O1002723,2023-12-15,37,1355,66,Mobile App,Credit Card,Influencer,2,149.46,93.93,298.92,111.06
O1002724,2023-10-05,18,2632,26,Store,Credit Card,Bundle,3,125.95,70.85,377.85,165.3
O1002725,2025-07-22,19,2928,106,Store,Cash,None,5,141.9,74.49,709.5,337.05
O1002726,2023-09-12,11,4199,104,Store,Credit Card,Influencer,5,148.84,97.34,744.2,257.5
O1002727,2025-11-11,27,3781,112,Online,Cash,None,4,136.0,74.48,544.0,246.08
O1002728,2023-02-10,24,2598,105,Store,Online Payment,None,5,56.01,31.36,280.05,123.25
O1002729,2024-04-08,13,25,30,Online,Credit Card,Influencer,4,88.45,61.06,353.8,109.56
O1002730,2024-10-29,32,4608,71,Store,Credit Card,None,5,63.62,39.67,318.1,119.75
O1002731,2025-12-02,29,2217,67,Online,Cash,None,7,35.22,15.85,246.54,135.59
O1002732,2025-04-17,29,4246,97,Store,Cash,Influencer,3,32.88,17.73,98.64,45.45
O1002733,2023-01-16,18,1359,44,Mobile App,Cash,None,8,144.61,93.69,1156.88,407.36
O1002734,2025-03-31,26,1835,64,Store,Credit Card,None,4,72.04,38.77,288.16,133.08
O1002735,2023-12-23,14,3069,27,Online,Credit Card,None,3,97.54,54.35,292.62,129.57
O1002736,2025-07-31,40,3649,63,Store,Cash,Clearance,2,45.38,47.04,90.76,-3.32
O1002737,2025-04-29,18,718,1,Online,Credit Card,Influencer,6,119.56,77.43,717.36,252.78
O1002738,2023-07-30,11,3970,2,Store,Credit Card,Clearance,4,121.75,91.66,487.0,120.36
O1002739,2024-01-30,19,2853,36,Store,Credit Card,None,5,145.74,87.61,728.7,290.65
O1002740,2025-06-18,38,4068,85,Online,Online Payment,Influencer,2,66.53,40.85,133.06,51.36
O1002741,2025-10-06,38,2931,40,Mobile App,Credit Card,None,1,62.67,44.61,62.67,18.06
O1002742,2024-10-23,15,2741,83,Online,Credit Card,Seasonal,5,66.18,40.84,330.9,126.7
O1002743,2023-08-28,36,3198,79,Online,Cash,Bundle,6,72.9,42.68,437.4,181.32
O1002744,2024-03-02,13,2531,36,Online,Credit Card,None,2,92.32,45.57,184.64,93.5
O1002745,2025-05-22,8,506,78,Store,Credit Card,None,2,162.42,105.43,324.84,113.98
O1002746,2024-10-17,9,1698,50,Mobile App,Credit Card,Clearance,4,24.34,31.45,97.36,-28.44
O1002747,2023-08-10,12,4897,118,Online,Credit Card,None,5,102.85,54.92,514.25,239.65
O1002748,2023-11-10,12,1266,3,Online,Cash,Bundle,4,74.58,45.55,298.32,116.12
O1002749,2023-08-05,12,2183,80,Online,Credit Card,None,7,93.73,56.39,656.11,261.38
O1002750,2024-05-29,16,1098,100,Online,Online Payment,None,7,82.55,39.75,577.85,299.6
O1002751,2024-05-03,1,2295,19,Store,Cash,Clearance,4,63.04,42.09,252.16,83.8
O1002752,2024-08-16,16,3898,118,Online,Credit Card,Clearance,2,63.09,51.53,126.18,23.12
O1002753,2025-11-01,22,3591,71,Mobile App,Credit Card,None,2,126.32,65.42,252.64,121.8
O1002754,2024-12-15,17,512,68,Online,Credit Card,None,3,39.2,20.73,117.6,55.41
O1002755,2024-10-03,20,4622,20,Store,Credit Card,Bundle,4,33.18,25.6,132.72,30.32
O1002756,2024-02-06,10,3175,72,Mobile App,Online Payment,Influencer,5,42.19,26.57,210.95,78.1
O1002757,2024-11-26,5,3422,19,Online,Online Payment,Clearance,3,82.6,68.69,247.8,41.73
O1002758,2025-11-13,37,3847,49,Online,Credit Card,Influencer,6,134.28,103.01,805.68,187.62
O1002759,2023-01-11,40,3334,112,Store,Credit Card,None,6,86.88,49.62,521.28,223.56
O1002760,2024-01-19,17,4369,29,Store,Cash,Seasonal,5,34.0,22.21,170.0,58.95
O1002761,2023-03-04,31,3474,22,Mobile App,Credit Card,Influencer,5,128.59,72.56,642.95,280.15
O1002762,2023-08-12,6,4945,1,Store,Credit Card,None,4,100.94,66.49,403.76,137.8
O1002763,2023-03-15,8,3395,58,Online,Cash,Clearance,2,129.22,107.4,258.44,43.64
O1002764,2024-10-11,21,4184,89,Mobile App,Credit Card,None,4,91.23,57.06,364.92,136.68
O1002765,2025-06-17,29,2702,109,Mobile App,Online Payment,None,1,32.41,21.25,32.41,11.16
O1002766,2025-10-27,29,1657,13,Store,Online Payment,None,5,36.07,17.77,180.35,91.5
O1002767,2023-09-17,14,2577,73,Online,Credit Card,None,3,91.57,52.89,274.71,116.04
O1002768,2025-02-05,36,776,20,Online,Credit Card,None,4,100.39,41.4,401.56,235.96
O1002769,2023-12-27,26,2382,56,Store,Online Payment,None,3,65.2,34.98,195.6,90.66
O1002770,2023-12-13,13,3638,32,Store,Credit Card,Clearance,2,68.94,61.58,137.88,14.72
O1002771,2024-10-30,19,3814,41,Online,Credit Card,None,2,147.83,65.25,295.66,165.16
O1002772,2025-01-14,12,1961,63,Online,Credit Card,None,2,94.03,60.01,188.06,68.04
O1002773,2024-10-02,6,2338,16,Online,Cash,None,4,113.02,66.67,452.08,185.4
O1002774,2023-04-20,1,2876,105,Online,Credit Card,None,2,87.7,52.8,175.4,69.8
O1002775,2024-03-25,19,688,104,Store,Online Payment,Clearance,2,107.76,65.4,215.52,84.72
O1002776,2023-11-10,1,3135,31,Online,Credit Card,Influencer,1,76.23,58.31,76.23,17.92
O1002777,2023-01-05,39,2444,97,Store,Credit Card,Seasonal,7,157.06,87.8,1099.42,484.82
O1002778,2023-02-14,36,3731,79,Online,Credit Card,Influencer,2,75.99,47.68,151.98,56.62
O1002779,2024-05-07,30,3184,111,Store,Credit Card,Seasonal,3,47.12,26.03,141.36,63.27
O1002780,2023-04-21,31,880,91,Online,Online Payment,None,1,119.45,70.24,119.45,49.21
O1002781,2025-03-20,26,2825,93,Store,Online Payment,Influencer,5,55.1,43.41,275.5,58.45
O1002782,2023-03-03,30,1698,62,Online,Online Payment,None,1,47.66,23.6,47.66,24.06
O1002783,2023-09-15,34,3089,59,Store,Credit Card,Clearance,8,115.17,85.28,921.36,239.12
O1002784,2025-12-16,21,3141,28,Online,Cash,None,7,89.35,56.66,625.45,228.83
O1002785,2025-02-15,34,1910,24,Store,Online Payment,Bundle,4,133.13,76.62,532.52,226.04
O1002786,2024-09-02,10,3069,65,Online,Credit Card,Clearance,6,25.74,26.8,154.44,-6.36
O1002787,2023-01-17,36,875,106,Online,Credit Card,Influencer,1,79.47,57.98,79.47,21.49
O1002788,2023-02-17,29,1900,61,Store,Online Payment,None,5,37.37,19.62,186.85,88.75
O1002789,2025-09-22,5,3604,25,Store,Cash,Bundle,1,120.36,75.77,120.36,44.59
O1002790,2025-05-26,8,2594,71,Store,Online Payment,Clearance,4,85.89,84.95,343.56,3.76
O1002791,2025-11-07,6,188,57,Store,Online Payment,None,6,109.31,64.31,655.86,270.0
O1002792,2025-06-04,10,2270,30,Store,Credit Card,None,2,43.71,24.5,87.42,38.42
O1002793,2023-01-03,32,1274,80,Online,Cash,None,4,64.01,33.06,256.04,123.8
O1002794,2025-06-01,34,4478,41,Store,Online Payment,Seasonal,3,157.58,105.07,472.74,157.53
O1002795,2024-05-16,40,4662,102,Online,Cash,None,3,88.35,40.48,265.05,143.61
O1002796,2025-01-28,6,343,98,Store,Cash,None,5,114.65,60.42,573.25,271.15
O1002797,2024-03-29,23,1842,102,Mobile App,Online Payment,None,3,62.35,39.81,187.05,67.62
O1002798,2025-03-01,33,2933,111,Online,Cash,Clearance,5,19.17,20.8,95.85,-8.15
O1002799,2025-07-11,39,1671,44,Online,Online Payment,None,3,145.67,91.45,437.01,162.66
O1002800,2025-12-04,4,3642,89,Store,Credit Card,Bundle,6,59.4,37.57,356.4,130.98
O1002801,2024-08-15,27,624,15,Online,Online Payment,Clearance,4,87.33,92.79,349.32,-21.84
O1002802,2023-11-02,4,4240,88,Store,Online Payment,None,2,73.04,37.03,146.08,72.02
O1002803,2024-11-01,4,1254,59,Online,Online Payment,None,5,77.36,49.82,386.8,137.7
O1002804,2024-07-01,34,1200,43,Online,Credit Card,Bundle,4,132.7,93.56,530.8,156.56
O1002805,2023-08-10,38,1698,105,Store,Online Payment,Seasonal,3,68.36,32.74,205.08,106.86
O1002806,2025-03-05,8,4673,44,Store,Credit Card,None,3,168.69,104.46,506.07,192.69
O1002807,2023-03-26,34,1399,35,Store,Cash,None,3,179.5,90.79,538.5,266.13
O1002808,2024-03-17,37,1273,78,Online,Online Payment,None,6,180.48,100.76,1082.88,478.32
O1002809,2025-01-28,22,1246,65,Store,Online Payment,Clearance,3,69.14,76.7,207.42,-22.68
O1002810,2025-10-06,7,749,95,Store,Online Payment,Influencer,3,114.48,67.0,343.44,142.44
O1002811,2024-11-11,30,4651,19,Store,Credit Card,Clearance,2,32.99,21.33,65.98,23.32
O1002812,2025-12-09,22,3287,119,Online,Cash,None,4,113.93,76.64,455.72,149.16
O1002813,2025-07-01,15,2803,90,Online,Credit Card,None,5,72.71,33.8,363.55,194.55
O1002814,2023-09-16,35,681,41,Online,Online Payment,None,3,177.39,109.39,532.17,204.0
O1002815,2025-07-14,25,248,73,Online,Credit Card,Clearance,5,42.25,35.16,211.25,35.45
O1002816,2024-01-04,11,1537,1,Online,Online Payment,None,7,186.86,93.18,1308.02,655.76
O1002817,2024-11-22,17,4656,89,Mobile App,Online Payment,Influencer,4,39.61,25.21,158.44,57.6
O1002818,2023-08-09,13,2659,7,Online,Cash,None,3,92.25,57.45,276.75,104.4
O1002819,2024-08-13,22,4046,35,Online,Credit Card,Seasonal,3,109.25,68.9,327.75,121.05
O1002820,2025-01-14,11,1518,97,Store,Credit Card,Seasonal,3,151.9,80.57,455.7,213.99
O1002821,2025-09-28,26,502,82,Online,Credit Card,Clearance,5,37.91,30.38,189.55,37.65
O1002822,2025-10-30,18,1138,64,Store,Credit Card,None,5,158.54,82.41,792.7,380.65
O1002823,2025-05-28,3,1177,21,Store,Online Payment,Clearance,3,83.97,81.95,251.91,6.06
O1002824,2024-09-04,1,3015,91,Store,Credit Card,None,7,92.24,51.95,645.68,282.03
O1002825,2025-08-25,4,962,51,Store,Credit Card,Bundle,8,67.48,40.01,539.84,219.76
O1002826,2023-04-27,7,4897,79,Store,Cash,Seasonal,3,95.96,78.26,287.88,53.1
O1002827,2025-12-27,4,3453,101,Online,Credit Card,None,2,73.2,46.01,146.4,54.38
O1002828,2023-08-12,27,2039,120,Online,Online Payment,None,3,158.15,68.58,474.45,268.71
O1002829,2024-03-18,24,3008,62,Online,Credit Card,Seasonal,5,55.36,30.23,276.8,125.65
O1002830,2025-09-21,1,3572,73,Store,Credit Card,Seasonal,6,77.9,57.51,467.4,122.34
O1002831,2025-02-24,17,3831,108,Online,Online Payment,Bundle,6,36.06,20.62,216.36,92.64
O1002832,2025-07-20,12,93,55,Online,Credit Card,Clearance,4,51.59,57.03,206.36,-21.76
O1002833,2025-01-24,21,2538,99,Online,Cash,Influencer,6,80.29,57.51,481.74,136.68
O1002834,2024-10-20,24,1968,90,Online,Cash,Bundle,4,46.01,30.95,184.04,60.24
O1002835,2023-07-10,21,1512,64,Mobile App,Cash,Seasonal,2,85.0,56.44,170.0,57.12
O1002836,2025-12-27,16,3232,117,Store,Credit Card,None,5,79.34,50.54,396.7,144.0
O1002837,2024-11-28,2,1213,41,Mobile App,Credit Card,Clearance,5,27.58,20.43,137.9,35.75
O1002838,2025-01-02,32,1276,115,Online,Credit Card,None,4,66.69,40.85,266.76,103.36
O1002839,2024-04-14,32,3319,90,Store,Cash,Seasonal,7,57.66,34.63,403.62,161.21
O1002840,2025-11-09,35,323,68,Online,Online Payment,None,1,164.76,86.86,164.76,77.9
O1002841,2024-05-08,29,1870,91,Online,Credit Card,None,3,32.43,21.85,97.29,31.74
O1002842,2023-07-28,14,3777,34,Online,Credit Card,None,2,96.46,50.05,192.92,92.82
O1002843,2023-07-17,28,2004,63,Store,Credit Card,Seasonal,5,153.32,79.55,766.6,368.85
O1002844,2025-02-04,37,1466,87,Online,Credit Card,Seasonal,5,155.84,76.45,779.2,396.95
O1002845,2025-03-27,2,1052,17,Online,Cash,Bundle,7,26.48,21.28,185.36,36.4
O1002846,2023-08-14,21,2454,119,Store,Cash,Seasonal,4,94.8,53.56,379.2,164.96
O1002847,2025-02-03,27,3933,39,Store,Cash,Bundle,5,140.15,94.44,700.75,228.55
O1002848,2025-12-29,40,450,90,Online,Cash,None,4,95.95,56.22,383.8,158.92
O1002849,2024-08-06,21,3045,58,Online,Online Payment,Clearance,3,69.68,44.8,209.04,74.64
O1002850,2025-11-29,36,3922,105,Online,Cash,None,3,91.61,47.0,274.83,133.83
O1002851,2023-06-21,31,1107,114,Online,Credit Card,Seasonal,5,126.67,71.85,633.35,274.1
O1002852,2024-03-17,32,3426,14,Online,Online Payment,Clearance,3,56.1,41.66,168.3,43.32
O1002853,2024-09-02,4,2085,93,Online,Credit Card,Bundle,5,61.22,45.0,306.1,81.1
O1002854,2024-01-28,21,99,69,Store,Online Payment,Seasonal,8,78.54,54.64,628.32,191.2
O1002855,2023-04-20,30,3528,94,Store,Online Payment,Clearance,3,23.98,24.5,71.94,-1.56
O1002856,2024-05-17,5,3589,108,Online,Online Payment,None,3,139.83,68.84,419.49,212.97
O1002857,2024-01-07,39,3456,25,Online,Credit Card,None,7,144.06,97.4,1008.42,326.62
O1002858,2023-08-12,28,403,103,Store,Credit Card,None,4,143.76,80.99,575.04,251.08
O1002859,2024-02-13,35,2252,19,Mobile App,Credit Card,Seasonal,4,162.94,108.41,651.76,218.12
O1002860,2024-04-03,26,877,38,Store,Credit Card,None,3,72.2,38.55,216.6,100.95
O1002861,2025-08-26,36,3275,117,Store,Credit Card,Seasonal,6,75.8,42.63,454.8,199.02
O1002862,2024-06-22,37,2249,24,Mobile App,Cash,None,2,154.77,81.72,309.54,146.1
O1002863,2024-03-31,4,3111,35,Store,Credit Card,Seasonal,4,73.94,47.47,295.76,105.88
O1002864,2024-03-02,38,4393,93,Store,Credit Card,Bundle,1,57.01,32.22,57.01,24.79
O1002865,2024-10-17,22,428,79,Store,Online Payment,Clearance,2,92.56,63.07,185.12,58.98
O1002866,2023-10-30,20,1201,99,Mobile App,Credit Card,Clearance,3,32.94,19.47,98.82,40.41
O1002867,2025-08-16,10,2917,91,Store,Online Payment,Influencer,3,35.58,22.91,106.74,38.01
O1002868,2024-04-03,17,4639,29,Online,Credit Card,Seasonal,3,31.83,20.4,95.49,34.29
O1002869,2024-04-11,22,246,63,Online,Online Payment,None,3,120.94,55.5,362.82,196.32
O1002870,2023-03-12,22,4184,8,Store,Credit Card,None,3,111.71,55.04,335.13,170.01
O1002871,2025-08-26,29,3995,9,Store,Online Payment,Clearance,2,24.88,17.7,49.76,14.36
O1002872,2024-05-31,28,976,95,Online,Online Payment,None,2,153.31,94.77,306.62,117.08
O1002873,2023-05-30,30,4136,41,Online,Credit Card,None,5,48.99,21.33,244.95,138.3
O1002874,2023-07-07,24,2929,60,Mobile App,Credit Card,None,5,59.74,30.33,298.7,147.05
O1002875,2024-02-04,40,262,112,Store,Credit Card,None,3,85.69,46.24,257.07,118.35
O1002876,2025-05-05,36,255,84,Online,Cash,Clearance,2,64.66,58.23,129.32,12.86
O1002877,2023-04-14,39,1655,67,Online,Credit Card,None,4,165.5,83.93,662.0,326.28
O1002878,2023-05-13,29,2669,67,Online,Cash,Bundle,5,30.29,20.23,151.45,50.3
O1002879,2024-09-06,10,3912,115,Store,Credit Card,Influencer,3,45.3,21.41,135.9,71.67
O1002880,2024-06-30,39,499,44,Online,Online Payment,None,2,142.0,72.55,284.0,138.9
O1002881,2025-11-15,37,3317,20,Mobile App,Credit Card,None,4,176.23,88.46,704.92,351.08
O1002882,2025-04-04,12,3341,111,Mobile App,Credit Card,Influencer,2,82.16,43.04,164.32,78.24
O1002883,2024-12-21,36,1930,9,Mobile App,Credit Card,None,5,84.53,41.56,422.65,214.85
O1002884,2024-01-04,21,1333,103,Store,Credit Card,Clearance,2,64.02,56.78,128.04,14.48
O1002885,2024-11-17,29,1308,80,Store,Credit Card,None,7,33.79,22.13,236.53,81.62
O1002886,2024-10-02,14,2253,24,Online,Credit Card,None,5,84.9,47.36,424.5,187.7
